x_1,x_2,y,cluster
-31.565997285882144,-28.80142198668095,0,0
-30.767816258710813,-28.76110060080339,0,0
-30.074283667737234,-28.867446907226082,0,0
-29.963971170645113,-31.784263130585945,0,0
-28.492321254748497,-29.91305328499517,0,0
-30.553598495704144,-29.31832825033528,0,0
-30.51506348638183,-31.372318241315465,0,0
-28.91598900978279,-30.40880349497516,0,0
-30.213241682942193,-30.52706827606605,0,0
-30.860110640558915,-30.407590781848302,0,0
-29.9106813052518,-28.9001959469393,0,0
-29.84332108773573,-28.904487310875517,0,0
-29.617884724504407,-29.988785100489665,0,0
-29.111304145108427,-28.897861796172066,0,0
-28.752107835972808,-29.950428699513974,0,0
-29.027305243205713,-30.288418712121715,0,0
-30.335117226260852,-29.832306021380898,0,0
-28.789111143938005,-31.189555598990932,0,0
-31.553257311826876,-28.77400185425716,0,0
-29.69884348759352,-29.175316481356415,0,0
-29.157191041934713,-29.500709336617582,0,0
-30.55886971926077,-29.813708131967864,0,0
-30.055846106742827,-30.385281149211043,0,0
-31.15759604894483,-30.140363631840092,0,0
-28.583126977607158,-29.936404444303363,0,0
-30.871879054688943,-30.300534412572592,0,0
-30.386581771886107,-31.847859265700336,0,0
-29.193159284789083,-30.333414542885134,0,0
-30.2828885816244,-30.573353835855194,0,0
-29.24692254673689,-29.874138153417604,0,0
-31.73503410956866,-29.670621254430525,0,0
-29.361481992497357,-28.790501323239784,0,0
-28.740741111859545,-30.21993150343806,0,0
-29.432256931958396,-30.23516142007693,0,0
-29.91830755471799,-31.18163547883789,0,0
-30.567159350406,-28.25535599471748,0,0
-28.795809910577297,-29.73154832851436,0,0
-29.96594521589488,-28.24410617448621,0,0
-29.43171530408593,-30.057644511349476,0,0
-29.220359782706996,-28.761279213542906,0,0
-29.631009001276766,-28.829432089943026,0,0
-31.707427405770822,-29.734987755767037,0,0
-30.63201495688778,-31.496714013860338,0,0
-28.71167722095592,-29.683128047157105,0,0
-29.799794097627085,-30.768904513152066,0,0
-29.298422227901238,-30.132227074595853,0,0
-31.434039192355947,-31.16490212273811,0,0
-28.34443515732148,-30.267531156703658,0,0
-30.173858443592508,-31.39595135881342,0,0
-29.37863305433418,-28.812598770856773,0,0
-28.839258450388535,-31.609086242910145,0,0
-30.923058877653446,-31.318581206814315,0,0
-30.44359567709822,-28.737299760201594,0,0
-30.64767519105913,-30.39504539991204,0,0
-30.430284620205267,-29.307675367239497,0,0
-30.425101756443514,-29.056622109438496,0,0
-28.0201023395555,-29.93851734857705,0,0
-31.45350782383294,-31.154569309712755,0,0
-30.344960053141403,-30.064326744861138,0,0
-28.445266217274394,-28.937686293359786,0,0
-31.51479395242697,-30.609856188699013,0,0
-30.601536255847456,-30.448959504645085,0,0
-30.145139512555673,-29.644704619800407,0,0
-29.308118968571005,-29.18250195368949,0,0
-30.705819575941618,-30.749890658981393,0,0
-29.961784908876094,-30.742416919413685,0,0
-30.27731741167249,-31.279460134579725,0,0
-31.17959153310585,-28.94913241242187,0,0
-30.321069812658845,-30.19850357981763,0,0
-31.360750789573267,-31.14238030120789,0,0
-30.424346132216876,-29.658549388486342,0,0
-30.004274730476734,-29.958892634003824,0,0
-30.99744460115241,-28.873507004179384,0,0
-31.522702437976236,-30.54996890626238,0,0
-31.44767428167285,-28.746541333883265,0,0
-31.391678408600974,-28.692549878227982,0,0
-28.616964688817347,-30.983146905086965,0,0
-28.846829449353436,-31.081140405645236,0,0
-30.610865272056678,-29.811744356875977,0,0
-31.222206248424033,-30.039311368732378,0,0
-30.908720130644753,-31.51756164214216,0,0
-29.486897644740747,-29.983778538277726,0,0
-31.041493007423703,-29.040701418544785,0,0
-30.297959022412705,-31.54227524748886,0,0
-30.48478322772537,-30.13933934452166,0,0
-29.553386887272545,-31.271703358214253,0,0
-29.5595623734135,-30.475597105196886,0,0
-28.934846948920878,-29.559457629072156,0,0
-31.93813072235911,-30.05516336262463,0,0
-30.158966659713236,-31.70225613708665,0,0
-30.03050212858223,-30.64236135010246,0,0
-31.111127117548385,-29.232380972655335,0,0
-30.133773483794272,-30.408629774079568,0,0
-29.6561274144056,-30.854793819312274,0,0
-29.86701346800141,-28.212843830890474,0,0
-30.122481257041656,-31.3765369790423,0,0
-29.65915792546208,-29.568796276721514,0,0
-29.853533536424475,-31.023391581979837,0,0
-31.753555276206125,-29.37278178192243,0,0
-31.708967041094162,-30.39692931515438,0,0
-28.871513563746124,-30.894257201583816,0,0
-30.26245966801748,-31.200156850539976,0,0
-29.572875394701253,-30.932266471996968,0,0
-30.293356245764517,-28.039639525818348,0,0
-30.17819860478608,-29.491144663877417,0,0
-30.00119233122312,-28.843901317802143,0,0
-29.763404419337757,-31.754301782509053,0,0
-31.038053948732024,-30.870897804107734,0,0
-29.654037478684383,-30.019421595689263,0,0
-30.078037330160296,-30.671313625037843,0,0
-29.622237095465493,-30.243940761027243,0,0
-29.630725300779122,-30.348495292401584,0,0
-30.557665474037588,-31.627238150736332,0,0
-30.15179422687909,-31.545182062963914,0,0
-30.274200038558757,-30.717630151418106,0,0
-30.305995955463228,-30.952542009096984,0,0
-30.40856430576659,-30.313815108082125,0,0
-29.16832977229161,-30.95417951003761,0,0
-30.292092713908456,-30.683648507866543,0,0
-30.603140637889734,-28.818178060750203,0,0
-31.937526330642672,-29.84404699357519,0,0
-29.351472473536138,-28.476242474019386,0,0
-30.761482600475908,-31.596134943460367,0,0
-28.54879189898525,-30.862845343435385,0,0
-31.100738336148897,-30.745987944151523,0,0
-29.089794323519673,-29.735516133737164,0,0
-30.375335094734297,-31.139965496804763,0,0
-29.785633326767073,-30.487028717809174,0,0
-30.667503604686566,-30.871861015886047,0,0
-30.54431214861766,-30.478297160691568,0,0
-31.139548937055576,-29.84922399106248,0,0
-31.55904509801087,-30.60488907050031,0,0
-30.01514275184167,-30.397273852480215,0,0
-29.029399217316204,-31.209877978558517,0,0
-28.345972948482235,-29.847158990547566,0,0
-28.80097362676828,-29.732115217176545,0,0
-30.42372664928224,-30.237937674074953,0,0
-29.541952021711023,-28.067822970757412,0,0
-30.98881615382091,-31.592779300434007,0,0
-30.225849157313338,-29.988186490931824,0,0
-31.502614460454975,-29.923069634971334,0,0
-29.504603434101906,-30.355497077329893,0,0
-30.005106765785616,-30.672875697721125,0,0
-30.83417256634403,-28.930033298358723,0,0
-30.974687183207788,-29.899465331325448,0,0
-29.294270778264114,-28.732735674806534,0,0
-28.980864759932256,-30.12326088206944,0,0
-30.81825181854875,-31.19825551568717,0,0
-29.10287154242999,-31.359556443260384,0,0
-31.58215308933293,-31.014937318406567,0,0
-30.099398984084107,-28.526547763983558,0,0
-28.409592778065843,-30.511915093302918,0,0
-29.174828049893236,-28.677153116336836,0,0
-31.749788527069903,-29.949912703386396,0,0
-30.52862886029872,-29.672602832065852,0,0
-29.32297561591105,-31.66446938674516,0,0
-29.860689149261006,-28.528435818976117,0,0
-30.051129747741918,-29.768873619622106,0,0
-29.351909139074507,-29.64859560754761,0,0
-29.116512002754643,-29.936093993073065,0,0
-31.467241644587524,-31.23204324548849,0,0
-31.81321599696482,-30.290089356779983,0,0
-30.044654035641287,-29.56905685409674,0,0
-29.988766321149985,-29.38298025766343,0,0
-30.351185717645546,-29.71130928461976,0,0
-30.68046741152892,-31.248868194390543,0,0
-29.29589212013157,-28.655356685604477,0,0
-30.43689034105647,-31.838416868481218,0,0
-31.384769435937358,-30.028213365795327,0,0
-31.13091821372309,-30.896517572343086,0,0
-29.446116360805746,-28.794844960285463,0,0
-29.751227708302515,-28.030654797834114,0,0
-31.00796819198518,-30.723655304706806,0,0
-29.59038051094967,-30.015232170648154,0,0
-30.04653351467858,-30.562016421868712,0,0
-30.549113214754122,-28.184334679887197,0,0
-31.93376738134746,-30.21127515092368,0,0
-30.75973201761513,-29.473549798762793,0,0
-29.983540536540044,-31.28162161193164,0,0
-30.64116112389281,-31.10838766582351,0,0
-28.713622059910502,-29.39843440919181,0,0
-28.954366704378852,-30.62866947207966,0,0
-30.819389281322977,-29.108646671994318,0,0
-29.36799429284108,-30.350454178156458,0,0
-31.005899255627604,-28.30256640629429,0,0
-30.85367815693254,-31.031161599027122,0,0
-28.959673665329927,-28.639704925669882,0,0
-30.63020520412073,-30.52848943301679,0,0
-31.385360057370715,-28.91224782629009,0,0
-30.73615017377034,-30.53912546539482,0,0
-29.516648362087473,-28.442221811644828,0,0
-29.282613471954335,-28.280542190418906,0,0
-30.90892090230938,-28.385224923220438,0,0
-31.689710971324295,-30.993952007909055,0,0
-29.915517931828113,-30.171760724086855,0,0
-28.73054158354741,-30.214904077303128,0,0
-30.015205186244707,-29.51397725335476,0,0
-30.0775333761146,-31.692639125991665,0,0
-30.419315330608093,-30.709531088487516,0,0
-28.855781397120925,-29.17082367609481,0,0
-28.84897802844253,-31.398273209365552,0,0
-29.631660593469032,-29.0758354135096,0,0
-30.276314358234977,-29.132222778147046,0,0
-28.500685037663114,-30.223287784261977,0,0
-29.972040488470487,-30.878064323345846,0,0
-31.233118309898895,-30.67166044878125,0,0
-29.971766513304516,-28.452495467427248,0,0
-30.913911804338966,-29.474858183599324,0,0
-31.626100552484388,-30.01556264895077,0,0
-28.674494424440052,-30.1908886882027,0,0
-29.3026482374596,-30.763334379036035,0,0
-30.089631455997875,-29.546377770398202,0,0
-30.452462155834922,-31.408328410591167,0,0
-30.288871537731293,-30.49071504040548,0,0
-30.68228515243642,-31.46325848774903,0,0
-29.376352536852824,-30.00079988387634,0,0
-29.21739119595454,-30.024255183817576,0,0
-29.593677689819742,-31.6520440878271,0,0
-28.268432725545072,-29.72832889285295,0,0
-29.690559135523824,-29.21184026347197,0,0
-28.821759228849494,-29.772798118395244,0,0
-28.401204116900377,-29.307366022176453,0,0
-28.8610740064187,-31.189249347952902,0,0
-28.33867132634337,-28.91104953150083,0,0
-29.2851283608393,-29.513123693219644,0,0
-29.785813590285397,-29.37565335953717,0,0
-29.237880835160322,-31.75023262880689,0,0
-28.31228695986099,-30.023556750308092,0,0
-31.200463909502886,-30.365602292761654,0,0
-30.20947775961316,-30.362067532385822,0,0
-29.303041096294816,-28.790565982946706,0,0
-28.914636713725116,-29.052593472114847,0,0
-31.14824763587436,-28.565427550158464,0,0
-30.18020377929064,-30.05669182886903,0,0
-30.944196367962256,-30.548244657172443,0,0
-30.69248071460435,-31.409017564602856,0,0
-31.391109095188135,-30.111892685616137,0,0
-30.63084368962632,-28.513945170474813,0,0
-28.895763753104053,-30.70603293297081,0,0
-30.434925736556,-31.100512638819563,0,0
-31.7239663852979,-29.975720247477515,0,0
-30.861407452513088,-29.074173004274705,0,0
-30.010727947940666,-30.906826014380474,0,0
-29.424669288896013,-28.720272120532382,0,0
-28.569489856431957,-30.63362769325278,0,0
-29.152686991224098,-29.082552138573675,0,0
-29.3128676110816,-30.54522159869334,0,0
-29.257618036936893,-31.15754741343371,0,0
-29.597690282202006,-31.269671443171298,0,0
-31.184993235194185,-30.92084078902286,0,0
-31.093603703637015,-30.029968925873458,0,0
-31.176015007313993,-31.070438843614,0,0
-30.12957927698074,-29.495399990435704,0,0
-29.163310606621422,-29.450116579810363,0,0
-31.76015780397131,-30.2065039788351,0,0
-29.683930288254224,-30.06527966347575,0,0
-30.7998667462651,-29.377792049812058,0,0
-30.527368243271113,-30.888053281540664,0,0
-31.007871978443806,-29.6172116736951,0,0
-30.723412441655032,-28.931124468559823,0,0
-31.366681530156935,-30.375723335010992,0,0
-29.548830477429373,-30.291051839247213,0,0
-29.0365141660162,-30.790501446633755,0,0
-30.41140218381109,-28.385782598931666,0,0
-29.5601970317189,-30.380674505244624,0,0
-29.200527367841772,-31.103844590505247,0,0
-32.22179658187597,-20.270457318310036,0,1
-32.45835462637071,-21.53374201970551,0,1
-32.2050654480322,-19.297009372572624,0,1
-29.90549865461672,-22.678917461441365,0,1
-31.211203339468042,-21.75885166803301,0,1
-30.670201232373994,-18.003331076760105,0,1
-31.930862975535682,-17.080677191062506,0,1
-27.99654759506803,-18.79640642506921,0,1
-32.525765272693775,-22.101531505818933,0,1
-32.14960572037344,-20.73927298046859,0,1
-31.88112727006028,-20.82109690785992,0,1
-27.716318686337708,-20.104726861513758,0,1
-31.07556800656685,-21.724225304733928,0,1
-32.04801740220559,-19.652592198548476,0,1
-28.674540810338375,-21.62479719307258,0,1
-31.5053404618105,-22.75189314474219,0,1
-33.20804313631891,-18.849863125311618,0,1
-29.906698330062092,-23.195331984594144,0,1
-28.409105011732702,-18.76238909528036,0,1
-32.19666645852812,-20.160361656129957,0,1
-28.643591714517076,-21.799980788408824,0,1
-27.775481062855206,-21.21140902354373,0,1
-29.108656887792996,-17.249688442081403,0,1
-32.487238529673746,-20.844188885824014,0,1
-28.950261583009347,-17.22274539047806,0,1
-31.513066126021997,-22.862001027625418,0,1
-32.05971955701323,-20.35206160016148,0,1
-28.96560884110042,-18.033428579486014,0,1
-26.993881055773365,-19.18955872880528,0,1
-27.141378555652135,-19.443119875951467,0,1
-28.98781230493165,-22.24653618256954,0,1
-28.706170986258062,-18.301984380025015,0,1
-31.9892729817157,-20.437956620963583,0,1
-30.436091576740917,-22.310768419710957,0,1
-29.508378379404597,-22.77837655185847,0,1
-31.642637290667665,-17.81418486518687,0,1
-30.07875898164693,-17.76726377144035,0,1
-28.05020610789174,-18.94142782462342,0,1
-30.732122364461688,-22.143340267176132,0,1
-29.51174068714394,-22.380680606527505,0,1
-27.865063386139543,-22.55933046949957,0,1
-33.2126090990461,-19.882805083668632,0,1
-30.539746646072008,-17.820644587527042,0,1
-28.18565218738907,-23.213636192729716,0,1
-28.111810602040748,-18.90570485930011,0,1
-27.518722901050136,-18.804390527061194,0,1
-30.03523835429152,-22.520297424868506,0,1
-28.65380354835111,-18.22121826079677,0,1
-31.986996171376546,-21.61410515267092,0,1
-27.20901067465047,-17.962674074107575,0,1
-28.54696855566011,-22.172262184783285,0,1
-31.829685896065946,-19.148207709190867,0,1
-31.466588752163577,-22.53577493325413,0,1
-30.410311523237514,-21.980751065663558,0,1
-32.92211872189701,-20.18604820137487,0,1
-28.989259057350417,-17.46177474495798,0,1
-29.65629142289399,-23.079533765843987,0,1
-32.09631666542651,-18.190055295586355,0,1
-31.0711306267926,-18.057603216365436,0,1
-33.15018188602521,-21.22334477268587,0,1
-31.623316620962704,-17.810695897433682,0,1
-27.941825031799358,-18.64623545690875,0,1
-32.46272599548778,-18.567078103650314,0,1
-32.30112276673421,-20.738328255392144,0,1
-27.54013015723116,-20.224391461176264,0,1
-27.243357178022837,-19.155474258310125,0,1
-30.226555515207565,-17.119768496043434,0,1
-30.720195590263852,-17.421966895692343,0,1
-31.75765168066965,-21.321844619507853,0,1
-32.29017418121334,-19.36560913861752,0,1
-27.558059028498793,-18.992647861320197,0,1
-33.13494148302506,-18.560562587995356,0,1
-26.76659334143019,-21.11573139738555,0,1
-26.85193223374984,-18.22939743395506,0,1
-31.066184793056927,-22.16261836837153,0,1
-28.18896876592159,-22.69894974824563,0,1
-27.920234137572333,-23.08029057100508,0,1
-29.885408368896364,-16.688542217654582,0,1
-31.461577237274884,-15.955124589873742,0,1
-28.506102982877337,-22.514278643702333,0,1
-30.640890772295446,-21.977853998064795,0,1
-32.26921196580003,-20.556816540486363,0,1
-27.637626748826555,-18.35457514579683,0,1
-30.93384418150236,-22.006695590226126,0,1
-26.136124891402698,-19.259412677836416,0,1
-31.36171448440296,-21.57954150066674,0,1
-30.875380758496252,-21.96168964338748,0,1
-29.818635064303116,-22.26140720120025,0,1
-26.21366020101793,-21.6371373199831,0,1
-27.345685213562803,-17.42898450833193,0,1
-31.039194516370838,-21.831719386170136,0,1
-28.306684371724124,-18.457782311457105,0,1
-31.12197304356122,-18.063981179712506,0,1
-28.9915491465336,-16.705683532749383,0,1
-27.98119403450299,-19.803062338728083,0,1
-26.09048198891217,-22.157659361140826,0,1
-30.651228658749783,-21.94736954356172,0,1
-28.134756452887316,-23.03089033088619,0,1
-28.964533695134023,-22.38094571356284,0,1
-27.8683132942728,-21.4917653854733,0,1
-27.796414508643426,-19.774351366402925,0,1
-30.408774697584594,-22.504312309080415,0,1
-29.818792071780496,-23.199682122982473,0,1
-31.609522896073532,-21.40214097508102,0,1
-28.886762083743758,-22.226221670500106,0,1
-27.091839642400146,-23.393920524057883,0,1
-27.837427929762168,-21.39738911355565,0,1
-26.62012983839084,-21.05085776316171,0,1
-29.69869252435586,-16.938575441470405,0,1
-29.41325530969374,-16.565128980599443,0,1
-32.97698796042118,-19.521054780053316,0,1
-29.333303959110864,-17.327126278540874,0,1
-31.737645198947824,-21.507316079915192,0,1
-28.86536543555217,-17.42159101644135,0,1
-29.065160721561398,-18.231029907943352,0,1
-27.435572199265035,-21.116243565629887,0,1
-26.518796489231875,-18.92080333854446,0,1
-28.220419609974844,-21.237218421934514,0,1
-28.346931043357714,-18.32568594362713,0,1
-25.937548184093192,-18.3032260353974,0,1
-29.79909485182053,-17.992704891258462,0,1
-27.612079477410738,-20.695331102564417,0,1
-31.859952621600875,-21.14982695478695,0,1
-27.967817263196192,-21.576490934776928,0,1
-31.252456425640034,-17.94041033460137,0,1
-31.821756152595533,-18.82391615097662,0,1
-30.768118741686,-16.982641701422317,0,1
-32.487736399435,-23.84901408716602,0,1
-27.48289474098044,-20.764998027323117,0,1
-29.660283218621316,-15.903446890528492,0,1
-27.069845130138823,-20.05782090962678,0,1
-28.984332540086626,-21.80382133216847,0,1
-33.33770433522673,-19.78218792058255,0,1
-30.93052965167194,-17.887795022625898,0,1
-27.231806497701385,-20.651558074899615,0,1
-31.597882623014737,-18.70934228574873,0,1
-31.69624746404299,-17.61952664477626,0,1
-27.252682928656398,-20.337764138450584,0,1
-26.161449921402177,-18.975219330841924,0,1
-27.14438151878388,-20.441907183074626,0,1
-32.15438993241868,-20.956982074103912,0,1
-32.061250943073276,-17.273789951011427,0,1
-27.98899329960333,-20.995075346973387,0,1
-30.834035582567953,-17.94468272226364,0,1
-28.216071169441772,-16.731617531467283,0,1
-31.179491750710326,-16.796158588188888,0,1
-32.05360061928685,-21.80253709070122,0,1
-27.86605055224392,-20.975154867159304,0,1
-27.121639021199925,-20.592581865525673,0,1
-32.79747184344915,-18.692050364510717,0,1
-30.240906034815588,-17.704177303054227,0,1
-29.322553520152955,-24.07213683769828,0,1
-31.504849526073933,-18.67090758339194,0,1
-27.442834430067638,-22.483128321708996,0,1
-31.095959501858676,-17.927399957930053,0,1
-30.040570781160607,-15.506807491494847,0,1
-31.211683830093,-16.48510551441214,0,1
-27.77807380772078,-18.47337167167788,0,1
-28.203635489104162,-22.845566260303293,0,1
-31.823834792427647,-21.658640739471146,0,1
-28.05309351650021,-20.483585022778108,0,1
-29.694151401644568,-22.863547575356883,0,1
-28.717147560489316,-17.891674373626568,0,1
-31.823731342017638,-21.008296575902932,0,1
-32.02892854927727,-21.253733244577383,0,1
-26.883525374190995,-17.95161144483958,0,1
-26.61347918159169,-19.499862310760417,0,1
-28.623292688365517,-23.134965688568546,0,1
-26.51838684096464,-19.52065574743879,0,1
-27.360071828497503,-16.48416136748268,0,1
-28.306412028568648,-17.898873477580516,0,1
-28.395554133929583,-21.8129594767638,0,1
-32.208036099109364,-20.009720285938396,0,1
-29.18087586267662,-16.55270569171492,0,1
-30.284666654069667,-17.66374920624075,0,1
-27.120165487293956,-19.943343746141196,0,1
-28.55514173272184,-17.84888864275048,0,1
-27.953189031147463,-21.394569996744867,0,1
-25.932284096427672,-21.003169000439748,0,1
-28.245474479977624,-17.027605872083463,0,1
-33.31810883606926,-19.645158947043832,0,1
-29.361512917215418,-22.379710527268713,0,1
-27.757114366110464,-23.071144420858644,0,1
-27.965424688304108,-22.344444954127432,0,1
-31.362726207123796,-18.042320311552857,0,1
-26.739390320064327,-18.329326935451537,0,1
-28.61063491084573,-8.539061723542801,0,2
-28.632526265111427,-11.620122937034207,0,2
-28.338691773055487,-7.848649883398324,0,2
-29.272380180273746,-7.961401810460687,0,2
-31.26102070835062,-11.729707206855878,0,2
-26.74932616562392,-9.654239569415186,0,2
-31.962036347978476,-11.7054276851712,0,2
-32.53404427794124,-11.541606672614096,0,2
-32.18810561034505,-9.525267711100055,0,2
-27.48848170975333,-9.68583884162924,0,2
-31.675137692757453,-11.605963522628233,0,2
-32.36631884901208,-10.401074252526548,0,2
-27.16975511221763,-8.716282197479474,0,2
-28.549777754890155,-7.911639577687075,0,2
-28.119833477491937,-7.641552629866599,0,2
-29.029312012562052,-12.4233057875878,0,2
-28.325118922700895,-8.684762873706763,0,2
-30.43419954231675,-6.967619314396832,0,2
-32.020624697299354,-9.9964616434512,0,2
-33.66946124674991,-10.807964240217192,0,2
-27.23980788955813,-11.405021357298882,0,2
-30.913240482387305,-11.799883111024055,0,2
-30.072468729288264,-12.101998910110849,0,2
-28.26174401102737,-11.481295248225615,0,2
-26.934049339664465,-12.423065985339093,0,2
-32.44447951189131,-9.151705368525365,0,2
-28.616652611981053,-7.985094672478777,0,2
-31.337284946396192,-7.754202279446771,0,2
-28.45527434468954,-14.577133932590257,0,2
-27.997006142068688,-10.27540912437162,0,2
-32.209294168631466,-10.237009162362808,0,2
-27.084848846412804,-10.627720539582574,0,2
-27.729151182077032,-10.733136845812593,0,2
-30.136313988293047,-7.713148919548868,0,2
-27.58789714575046,-12.408379914139296,0,2
-27.545686478156362,-10.131886546166612,0,2
-30.22674371609087,-12.030116707198745,0,2
-32.66471819574804,-10.740113170157453,0,2
-29.719349370645386,-5.600947377170428,0,2
-29.377366702534115,-7.827338058247693,0,2
-32.302608916003585,-9.20875564626341,0,2
-27.661495347345138,-12.19076536196737,0,2
-29.078333266816042,-12.387702849309429,0,2
-31.54933767982793,-11.704271790978876,0,2
-30.825333849231043,-7.623381379783475,0,2
-29.714007133237473,-12.347710079216412,0,2
-31.948512759068468,-10.691944134675909,0,2
-27.53118011465249,-8.35994387725409,0,2
-32.0082904116032,-6.9586134576662015,0,2
-32.78524563107138,-12.972094092431822,0,2
-30.84103686405586,-12.70419109580806,0,2
-26.3113354023174,-11.357728814978397,0,2
-31.30152151497013,-7.818392721995988,0,2
-33.07521880802754,-10.781501933253345,0,2
-31.235185508459242,-13.09861440225674,0,2
-28.31530675914153,-11.429779841965777,0,2
-28.1509591197409,-11.185206191737079,0,2
-29.583060514866443,-7.502831904521226,0,2
-29.422208454324156,-8.000205899929464,0,2
-31.849149806660545,-13.255149642430137,0,2
-32.16124186924874,-10.081289826751448,0,2
-27.361291322277115,-10.53966952447661,0,2
-26.20996255446949,-9.7067177133512,0,2
-31.83154993682632,-9.082276803123447,0,2
-30.099148271196984,-13.124750310830319,0,2
-27.985777365991574,-10.644718470863065,0,2
-34.39956443977684,-10.498051697854116,0,2
-28.706746481782485,-8.315109874016017,0,2
-27.350055251901175,-9.559772231624947,0,2
-27.908216977722862,-6.403434082323248,0,2
-29.460362496923995,-7.900495702142095,0,2
-32.238677671711734,-8.304294072932041,0,2
-33.614397181557706,-9.46688011072438,0,2
-28.942051401657306,-11.79577366208399,0,2
-28.03687430597141,-9.17677273195346,0,2
-30.514364961576575,-13.429149962693485,0,2
-30.530005949134374,-12.903139306737042,0,2
-31.809534325603686,-7.680050232055997,0,2
-27.754013158554677,-11.319465845685961,0,2
-29.700301542266207,-12.335682850078591,0,2
-31.339383650030136,-7.1239547478106955,0,2
-29.3862073182034,-13.353241252045445,0,2
-31.97906636007967,-9.664720366288188,0,2
-28.22417563991561,-8.736152839157945,0,2
-32.07975906838891,-9.853461035155817,0,2
-30.882957327821746,-7.767627644983632,0,2
-30.53073165809415,-13.195339095398351,0,2
-28.70952655008822,-7.798901698324146,0,2
-27.161442766979647,-6.858226311771456,0,2
-31.955988955985497,-10.757898606380952,0,2
-32.54803223549094,-10.797311019956297,0,2
-32.201801354163194,-8.776894283598402,0,2
-26.692978626462697,-9.841646611292898,0,2
-32.77724974358287,-9.705408968732565,0,2
-27.688699802785724,-8.541709843068436,0,2
-31.11138551247906,-7.595472124571804,0,2
-27.514573649010856,-9.702772874020523,0,2
-28.246841179978297,-12.232547608842868,0,2
-30.56671441677728,-7.077675994235696,0,2
-28.03608854525328,-11.03921491028534,0,2
-30.52763300020145,-7.540645875750065,0,2
-30.360436701088943,-12.24153041150327,0,2
-28.66617454131743,-11.987079075333442,0,2
-29.009091840700943,-6.738649959031858,0,2
-32.83279031351139,-9.434279666700354,0,2
-29.312210395982195,-7.852811683549168,0,2
-31.35913109416766,-11.832712211165749,0,2
-31.958354770912212,-12.58586947304359,0,2
-32.14527124620756,-9.079611269557905,0,2
-28.067154481145682,-7.636139943344489,0,2
-29.03373917584091,-7.387525009360779,0,2
-28.00618761553507,-11.726240580795729,0,2
-28.14104417531428,-11.236540797292907,0,2
-26.790777305598265,-11.61533688236445,0,2
-32.54930139214632,-8.806311868586986,0,2
-29.92662695344145,-6.880478514995728,0,2
-28.11729778718232,-6.3978530796317825,0,2
-32.02781318243576,-9.729505782788003,0,2
-29.891251596876025,-7.864863663943643,0,2
-31.94831832107411,-11.403654129682584,0,2
-31.554551101180827,-11.835891652915693,0,2
-32.73044876316605,-9.746913612531692,0,2
-28.629669861944723,-8.124609549238977,0,2
-29.580877832753124,-7.881092161889496,0,2
-28.728114784759818,-7.3883668842684695,0,2
-31.30276034240254,-12.85413967471293,0,2
-30.100170675848457,-12.289960266516761,0,2
-27.443691241240778,-10.717518384702986,0,2
-31.088620551346207,-11.860329717880921,0,2
-30.83447265109144,-11.946211334790519,0,2
-32.087103679243064,-7.5705679824912595,0,2
-31.98808288170661,-11.054902358510434,0,2
-30.104787538308276,-12.567592986532357,0,2
